Structure [idcode]	pKa	temp	method	type	group	basicOrAcidic	Row-ID	Neighbor Similarity OrgFunctions 96%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	t-SNE X	t-SNE Y	t-SNE Z	InChIKey	Total Molweight	Molweight	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Total Surface Area	Relative PSA	Polar Surface Area	Druglikeness	LE from pKa	LLE from pKa	LELP from pKa	Mutagenic	Tumorigenic	Reproductive Effective	Irritant	Nasty Functions	Shape Index	Molecular Flexibility	Molecular Complexity	Fragments	Non-H Atoms	Non-C/H Atoms	Metal-Atoms	Electronegative Atoms	Stereo Centers	Rotatable Bonds	Rings Closures	Small Rings	Aromatic Rings	Aromatic Atoms	sp3-Atoms	Symmetric atoms	Amides	Amines	Alkyl-Amines	Aromatic Amines	Aromatic Nitrogens	Basic Nitrogens	Acidic Oxygens	Stereo Configuration	Gini Selectivity Score	
dcvDBJAJeImUUZjjh@@	3.61	30	potentiometric	a1/apparent		acidic	1341	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	12	7719; 7456; 5636; 5196; 2683; 2662; 2661; 2303; 1910; 454; 469; 473	0.13512084	-0.5572299	-12.875954008264483	-1.4143027624110953	1.1071799786882492	GJVVIWWPEAZPHI-UHFFFAOYSA-O	174.263	174.263	174.149404	1.2465	-1.594	3	2	153.92	0.22011	53.91	-11.711	0.96517	7.196	1.2915	none	none	none	none		0.91667	0.63201	0.41589	1	12	3	0	3	0	8	0	0	0	0	10	0	0	1	1	0	0	1	1		0.95008	
dcvDBMAMeImUUZjjh@@	4.53	27	mean from 3	a1/apparent		acidic	1344	1; 1; 1; 1; 1; 1; 1; 1; 1; 1	10	7734; 7565; 7463; 4609; 4121; 3218; 2659; 2306; 1908; 477	0.033898428	0.5177754	-17.54859636105576	-1.2073965387431889	-2.4693174330831775	VWPQCOZMXULHDM-UHFFFAOYSA-O	174.263	174.263	174.149404	2.0299	-1.918	3	2	155.41	0.26137	64.94	-14.108	0.9539	6.314	2.128	none	none	none	none		0.91667	0.56461	0.41589	1	12	3	0	3	0	8	0	0	0	0	10	0	0	1	1	0	0	1	1		0.95647	
dcvDBMAMeImUUZknh@@	4.12	20		a1/apparent		acidic	1345	1; 1; 0.9615; 1; 1	5	5198; 4610; 4122; 3219; 2307	-0.6981765	0.2893067	-13.754197233669922	2.564935631768337	-4.360282606897238	SVLICYKCMBCNDK-UHFFFAOYSA-O	166.199	166.199	166.086804	1.2943	-5.21	3	2	159.97	0.25392	64.94	-9.5284	0.95861	7.0908	1.3502	none	none	none	none		0.91667	0.42375	0.41589	1	12	3	0	3	0	4	0	0	0	0	6	0	0	1	1	0	0	1	1		0.95503	
dcvL@DA]R[UUfnyfBN`	3.52	25	mean from 2	a/apparent		acidic	1348		0		-0.80986166	0.57338434	-5.224205432120546	2.2253448065594865	-16.246538579477342	OCJRAKXVNGISKJ-UHFFFAOYSA-N	163.132	163.132	163.026944	-0.2346	-4.694	4	2	149.97	0.36307	80.39	-7.7399	0.96643	8.6881	-0.24275	none	none	none	none		0.83333	0.30618	0.43944	1	12	4	0	4	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1		0.9571	
dcv`@@iewHeDhXet}Ux@@	2.58	25		a/apparent		acidic	1349		0		-0.09515091	0.9458255	-2.208642452577094	11.827225861387491	-3.340778312893057	CZCCBPBQVDYFCJ-UHFFFAOYSA-N	157.136	157.136	157.038845	-0.6692	-2.449	5	1	144.28	0.48177	121.18	-9.5288	0.98185	9.2576	-0.68157	none	none	none	none	twice activated DB; 1,1-dinitrile	0.58333	0.36129	0.61821	1	12	5	0	5	0	1	0	0	0	0	1	4	0	0	0	0	0	1	0		0.93739	
dcwBBDpPI]FTf]Vyjji`@	2.5	30	potentiometric	a1/apparent		acidic	1356	0.95174	1	1357	-0.13575676	-0.65178835	-20.581029267449157	-0.9037611505728351	4.35270719893837	SFYVZOSIAIZWQU-UHFFFAOYSA-O	178.167	178.167	178.082782	-2.1408	-0.993	7	4	133.08	0.67922	129.29	-1.5924	0.98342	10.743	-2.1769	none	none	none	none		0.75	0.80277	0.51299	1	12	7	0	7	1	5	0	0	0	0	7	0	1	1	1	0	0	1	1	unknown chirality	0.93015	
dcwB`LEXSi@HrRPiQRkULt@@	4.89	25	potentiometric	a1/apparent		acidic	1358		0		-0.85498327	-0.47920564	-14.604275214511466	-11.677003695161005	2.1213073212731346	HTUFVCKXZROIOG-UHFFFAOYSA-N	195.198	195.198	195.031377	-1.8568	-1.167	7	3	135.04	0.68757	126.74	1.2143	0.95011	10.167	-1.9543	none	none	none	none		0.66667	0.70326	0.68024	1	12	8	0	8	0	2	0	0	0	0	3	1	3	0	0	0	0	0	0		0.94477	
dcwB`LgXPU@HrRPjJJKUSL@@	5.21	25	potentiometric	a1/apparent		acidic	1359		0		0.46125653	0.71124536	-10.134861012140872	-7.699401043820599	8.60018037353821	RHRGPZDPCYQBGP-UHFFFAOYSA-N	195.198	195.198	195.031377	-1.8019	-1.447	7	3	130.84	0.73876	140.73	1.5659	0.94696	10.085	-1.9028	none	none	none	none		0.58333	0.75349	0.72218	1	12	8	0	8	1	2	0	0	0	0	3	1	3	0	0	0	0	0	0	unknown chirality	0.93358	
dcwDBDjPzYRYU]fijjBB`	8.68	25	mean from 2	a1/apparent		acidic	1360	1; 1; 1; 1; 1; 1; 1; 0.9771; 1; 1; 1; 1; 1	13	6676; 6053; 6051; 5640; 5203; 5200; 4614; 4141; 4139; 3239; 3237; 2321; 2317	-0.0629099	0.51566917	-1.2051349759645311	-14.962937354699474	14.67137557895974	KXUUSWWZIUKVHH-UHFFFAOYSA-O	174.223	174.223	174.124252	-2.0751	-0.227	5	3	163.96	0.40681	66.13	1.498	0.92162	10.137	-2.2516	none	none	none	none		0.83333	0.69786	0.46052	1	12	5	0	5	0	5	0	0	0	0	7	1	1	1	1	0	0	1	0		0.9507	
deTB@@KiRYg]nZej`@	7.82	22	mean from 2	a1/apparent		acidic	1365		0		-0.5417116	-0.81433344	-15.072529742788026	-9.386337096972602	-9.0236748070973	BEJNERDRQOWKJM-UHFFFAOYSA-N	142.110	142.110	142.026610	-1.1128	-1.041	4	2	103.63	0.47515	66.76	0.35933	1.1122	9.2196	-1.0006	high	high	none	none		0.7	0.33968	0.67346	1	10	4	0	4	0	1	1	1	0	0	4	0	0	0	0	0	0	0	0		0.9667	
deTB@@PYRYWZfZef`@	3.26	25	conductometric	a/thermodynamic		acidic	1366		0		-0.81354314	0.5591808	-13.338870374251378	-1.180436203553194	-12.659426106846063	ORGPJDKNYMVLFL-UHFFFAOYSA-N	140.094	140.094	140.010960	-1.0572	-0.838	4	1	103.06	0.4772	63.6	-1.9273	1.1643	9.544	-0.90803	none	none	none	none		0.7	0.3887	0.67346	1	10	4	0	4	0	1	1	1	0	0	2	0	0	0	0	0	0	0	1		0.96332	
deTB@@QiRYVffZji`@	5.15		mean from 2	a1/apparent		acidic	1367		0		0.15447013	-0.7820564	-22.539336228489795	-7.247919587433261	-1.0475423594751707	GXHFUVWIGNLZSC-UHFFFAOYSA-N	144.126	144.126	144.042260	-0.3178	-1.174	4	0	104.19	0.44227	52.6	-17.894	1.137	8.606	-0.2795	none	none	none	high		0.5	0.16183	0.69315	1	10	4	0	4	0	0	1	1	0	0	6	4	0	0	0	0	0	0	0		0.98151	
deTB@@XYrJIJFTsRtt@@	1.5	25	conductometric	a/thermodynamic		acidic	1368		0		-0.9035843	0.2999254	-15.162073443499503	-9.526187018779224	-8.856886441608307	UFMDRPPBUAPWBK-UHFFFAOYSA-N	140.094	140.094	140.010960	-0.9626	-1.092	4	1	103.06	0.4772	63.6	0.11816	1.2105	9.7865	-0.79519	none	none	none	none		0.6	0.37574	0.65917	1	10	4	0	4	0	1	1	1	0	0	2	0	0	0	0	0	0	0	1		0.96828	
deTB`HSi@HrRPiQLJuSL@@	2.72		potentiometric	a/apparent		acidic	1369		0		-0.21612723	-0.7840889	-7.0337110206555025	14.722282559778089	-0.10732034109529708	MYQIFAZADIQVBV-UHFFFAOYSA-N	162.165	162.165	161.998680	-1.2148	-0.694	4	0	105.36	0.51879	76.66	-8.5567	1.1751	9.7802	-1.0338	none	none	none	none		0.5	0.25465	0.65162	1	10	5	0	5	0	0	1	1	0	0	4	4	0	0	0	0	0	0	0		0.94459	
deTD@@EIfUvz@`h@@	10.15	25	spectrophotometric	a/thermodynamic		acidic	1370	1; 1; 1	3	2763; 2761; 2760	-0.21697833	0.7243625	8.822782295156404	5.952124525759781	-20.869264081350867	ZUVDVLYXIZFDRM-UHFFFAOYSA-N	138.165	138.165	138.068080	1.0605	-1.548	2	2	111.98	0.23397	40.46	-2.2597	1.0966	6.933	0.96706	high	none	none	none		0.6	0.26123	0.67346	1	10	2	0	2	0	1	1	1	1	6	4	0	0	0	0	0	0	0	0		0.94984	
deTD@@EIfWVyjjZ@@	5.62	20	potentiometric	a/apparent		acidic	1371		0		0.075230695	-0.78777426	-10.095991373151469	15.583347572723419	-2.0788298905556433	WNYCEAPIXKWMNC-UHFFFAOYSA-N	140.181	140.181	140.083730	1.1738	-1.774	2	0	112.54	0.23174	34.14	-4.317	1.1318	7.0765	1.0371	none	none	none	none		0.6	0.29559	0.65162	1	10	2	0	2	2	0	1	1	0	0	6	4	0	0	0	0	0	0	0	unknown chirality	0.94905	
deTD@@EIfuneh@`@@	9.12	25	mean from 3	apparent		acidic	1372	1; 1; 1; 1	4	1948; 1392; 1391; 528	0.6468337	0.1361814	6.732009341199535	14.569531453519755	-8.007344323847644	LUJMEECXHPYQOF-UHFFFAOYSA-N	136.150	136.150	136.052430	1.1851	-2.004	2	1	109.62	0.23846	37.3	-1.8529	1.103	6.8549	1.0744	none	none	none	none		0.6	0.3819	0.61821	1	10	2	0	2	0	1	1	1	1	6	2	0	0	0	0	0	0	0	0		0.93067	
deTD@@IIf]^EjVi@@	7.26		potentiometric	a/thermodynamic		acidic	1373	1; 1	2	515; 1374	-0.08773836	-0.9403803	-11.382578266241115	1.6211911739303102	-13.787614289988907	OTXSBWFUHZIFLR-UHFFFAOYSA-N	136.150	136.150	136.052430	0.7998	-1.443	2	1	112.28	0.23281	37.3	1.4016	1.1166	7.3393	0.71629	none	none	low	none		0.6	0.25811	0.63561	1	10	2	0	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0		0.94549	
deTD@@IIf]~EjVi@@	7.32	25	potentiometric	a/thermodynamic		acidic	1374	1; 1	2	515; 1373	-0.06750796	-0.934371	-11.37852126897465	1.6521470149916384	-13.763514341877562	FQOCWKSOAXYSQY-UHFFFAOYSA-N	136.150	136.150	136.052430	0.7998	-1.443	2	1	112.28	0.23281	37.3	1.6627	1.1161	7.3357	0.71661	none	none	none	none		0.6	0.25041	0.6271	1	10	2	0	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0		0.9454	
deTD@@IIf^^ejVi@@	7.92	25	potentiometric	a/thermodynamic		acidic	1375	1; 1	2	2773; 2769	-0.31843123	0.70456743	-11.330697057470976	1.9932234436500051	-13.59744266999501	WQCFNSJTIWJUMV-UHFFFAOYSA-N	136.150	136.150	136.052430	0.7998	-1.443	2	1	112.28	0.23281	37.3	1.7465	1.1114	7.3015	0.71963	none	none	none	none		0.5	0.201	0.65917	1	10	2	0	2	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0		0.95383	
deTD@@QImeQej@@@@	4.27	24	mean from 8	a1/apparent		acidic	1376	1; 1; 1; 1	4	4166; 3484; 517; 522	0.63644266	0.6393185	-12.779432282679132	4.492470432993999	-8.18096046325174	WLJVXDMOQOGPHL-UHFFFAOYSA-N	136.150	136.150	136.052430	1.1428	-1.594	2	1	111.12	0.23524	37.3	-1.7208	1.1482	7.2268	0.99529	none	none	high	high		0.7	0.55025	0.52781	1	10	2	0	2	0	2	1	1	1	6	2	2	0	0	0	0	0	0	1		0.94656	
deTD@@QImeQejjj@@	4.8	22	mean from 3	a1/apparent		acidic	1377	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	31	7767; 7609; 7608; 7603; 7491; 7333; 7329; 7228; 6032; 5455; 4167; 3724; 2771; 2715; 2575; 2570; 2276; 1947; 1944; 1836; 1389; 12; 343; 350; 354; 355; 356; 518; 1382; 1381; 1297	-0.35059795	0.377197	-19.70593288566712	0.9463099082719862	-2.418792820868325	LJOODBDWMQKMFB-UHFFFAOYSA-N	142.197	142.197	142.099380	1.4994	-2.055	2	1	119.16	0.21937	37.3	-5.6498	1.1412	6.8194	1.3138	none	none	none	high		0.7	0.58316	0.52781	1	10	2	0	2	0	2	1	1	0	0	8	2	0	0	0	0	0	0	1		0.95491	
deTD@@QInUnEh@H@@	4.28	24	mean from 7	a1/apparent	COOH	acidic	1378	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	4617; 4177; 4175; 4174; 4173; 4172; 4171; 4170; 3488; 3487; 3486; 2770; 2097; 1398; 1383; 524; 525; 527; 1380	0.40742603	-0.47134146	2.0184294908310285	0.5346525022579176	-22.608959914076273	GPSDUZXPYCFOSQ-UHFFFAOYSA-N	136.150	136.150	136.052430	1.4886	-1.973	2	1	109.62	0.23846	37.3	-1.8497	1.1481	6.88	1.2966	none	none	none	none		0.6	0.3819	0.61821	1	10	2	0	2	0	1	1	1	1	6	2	0	0	0	0	0	0	0	1		0.95242	
deTD@@QInUnEjjjSJFH@	4.88	25	conductometric	a/thermodynamic		acidic	1379	1; 1	2	1384; 1385	-0.7808066	-0.39301822	-24.861200057448322	4.8148288337601315	0.8931882979069015	CIFSKZDQGRCLBN-RQJHMYQMSA-N	142.197	142.197	142.099380	1.3143	-1.945	2	1	116.4	0.22457	37.3	-4.0709	1.1402	6.9973	1.1526	none	none	none	none		0.6	0.47589	0.57807	1	10	2	0	2	2	1	1	1	0	0	8	0	0	0	0	0	0	0	1	racemate	0.94406	
deTD@@QInU~Eh@H@@	4.37	24	mean from 7	a1/apparent	COOH	acidic	1380	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	4617; 4177; 4175; 4174; 4173; 4172; 4171; 4170; 3488; 3487; 3486; 2770; 2097; 1398; 524; 525; 527; 1383; 1378	0.39732105	-0.48811504	-0.5337173072127052	-1.2560357149542822	-21.186859703722682	LPNBBFKOUUSUDB-UHFFFAOYSA-N	136.150	136.150	136.052430	1.4886	-1.973	2	1	109.62	0.23846	37.3	-1.8497	1.1468	6.8709	1.298	none	none	none	none		0.7	0.3819	0.57807	1	10	2	0	2	0	1	1	1	1	6	2	2	0	0	0	0	0	0	1		0.95263	
deTD@@QInU~EjjjSHJ@	5.04	25	conductometric	a/thermodynamic		acidic	1381	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	31	7767; 7609; 7608; 7603; 7491; 7333; 7329; 7228; 6032; 5455; 4167; 3724; 2771; 2715; 2575; 2570; 2276; 1947; 1944; 1836; 1389; 12; 343; 350; 354; 355; 356; 518; 1297; 1382; 1377	-0.40908316	0.44018814	-24.61741246375649	4.806358170137919	0.5644311908675627	QTDXSEZXAPHVBI-UHFFFAOYSA-N	142.197	142.197	142.099380	1.3143	-1.945	2	1	116.4	0.22457	37.3	-2.3219	1.1383	6.9833	1.1546	none	none	none	none		0.7	0.47589	0.6089	1	10	2	0	2	0	1	1	1	0	0	8	2	0	0	0	0	0	0	1		0.95437	
deTD@@QInU~EjjjSHL@	4.89	25	conductometric	a/thermodynamic		acidic	1382	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	31	7767; 7609; 7608; 7603; 7491; 7333; 7329; 7228; 6032; 5455; 4167; 3724; 2771; 2715; 2575; 2570; 2276; 1947; 1944; 1836; 1389; 12; 343; 350; 354; 355; 356; 518; 1297; 1377; 1381	-0.37490496	0.43687862	-24.585857644663356	4.812316065328505	0.5642194099810068	QTDXSEZXAPHVBI-UHFFFAOYSA-N	142.197	142.197	142.099380	1.3143	-1.945	2	1	116.4	0.22457	37.3	-2.3219	1.1401	6.9964	1.1528	none	none	none	none		0.7	0.47589	0.6089	1	10	2	0	2	0	1	1	1	0	0	8	2	0	0	0	0	0	0	1		0.95436	
deTD@@QInYQehB@@@	3.92	25	mean from 9	a1/apparent	      H(+)	acidic	1383	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	4617; 4177; 4175; 4174; 4173; 4172; 4171; 4170; 3488; 3487; 3486; 2770; 2097; 1398; 524; 525; 527; 1378; 1380	0.38730526	-0.47154698	4.996405990414695	-4.640681829644072	-22.11998019257353	ZWLPBLYKEWSWPD-UHFFFAOYSA-N	136.150	136.150	136.052430	1.4886	-1.973	2	1	109.62	0.23846	37.3	-1.8497	1.1533	6.9181	1.2907	none	none	none	none		0.6	0.3819	0.65162	1	10	2	0	2	0	1	1	1	1	6	2	0	0	0	0	0	0	0	1		0.95385	
deTD@@QInYQejjjSJBH@	5.04	25	conductometric	a/thermodynamic		acidic	1384	1; 1	2	1379; 1385	-0.7998826	-0.38000482	-25.18909837346362	6.766639061063709	-0.7113848504041688	VSKXJRZPVDLHFY-RQJHMYQMSA-N	142.197	142.197	142.099380	1.3143	-1.945	2	1	116.4	0.22457	37.3	-5.352	1.1383	6.9833	1.1546	none	none	none	high		0.6	0.48968	0.6089	1	10	2	0	2	2	1	1	1	0	0	8	0	0	0	0	0	0	0	1	racemate	0.94537	
deTD@@QInYQejjjSJBh@	4.74	25	conductometric	a/thermodynamic		acidic	1385	1; 1	2	1379; 1384	-0.7855444	-0.36747357	-25.18647972027709	6.766682508735073	-0.711535970212152	VSKXJRZPVDLHFY-BQBZGAKWSA-N	142.197	142.197	142.099380	1.3143	-1.945	2	1	116.4	0.22457	37.3	-5.352	1.142	7.0099	1.1509	none	none	none	high		0.6	0.48291	0.6089	1	10	2	0	2	2	1	1	1	0	0	8	0	0	0	0	0	0	0	1	racemate	0.94541	
deTD@@QInYfEjjjPjJh@	4.74	24	potentiometric	a/thermodynamic		acidic	1386	1	1	4176	0.45371285	0.14552018	-25.134142328782858	6.881500982497654	-0.7360369723727332	ALAHNIFCYINFGN-WDSKDSINSA-N	142.197	142.197	142.099380	1.2416	-1.835	2	1	113.64	0.23002	37.3	-1.5701	1.142	7.0826	1.0872	none	none	none	none		0.5	0.45741	0.6089	1	10	2	0	2	2	1	1	1	0	0	8	3	0	0	0	0	0	0	1	racemate	0.95866	
deTD@@QInYfEjjjsDRj@@	4.69	24	potentiometric	a/thermodynamic		acidic	1387	0.95174; 1; 1; 1; 1	5	4594; 1945; 1946; 526; 1388	-0.7538808	-0.34507513	-25.146920162816553	6.882054903658761	-0.7365277757690681	ALAHNIFCYINFGN-ZMONIFLSSA-N	142.197	142.197	142.099380	1.2416	-1.835	2	1	113.64	0.23002	37.3	-1.5701	1.1426	7.0872	1.0866	none	none	none	none		0.5	0.45741	0.68024	1	10	2	0	2	3	1	1	1	0	0	8	0	0	0	0	0	0	0	1	meso	0.94892	
deTD@@QInYfEjjjsDTi@@	5.4	24	potentiometric	a/thermodynamic		acidic	1388	0.95174; 1; 1; 1; 1	5	4594; 1946; 1945; 526; 1387	-0.75631166	-0.32293165	-25.126434305103864	6.882205792617668	-0.7364693270684758	ALAHNIFCYINFGN-KVSKUHBBSA-N	142.197	142.197	142.099380	1.2416	-1.835	2	1	113.64	0.23002	37.3	-1.5701	1.1342	7.026	1.0947	none	none	none	none		0.5	0.45741	0.68024	1	10	2	0	2	3	1	1	1	0	0	8	0	0	0	0	0	0	0	1	meso	0.94882	
deTD@@QIneqejjj@@	5.13	25	conductometric	a/thermodynamic		acidic	1389	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	31	7767; 7609; 7608; 7603; 7491; 7333; 7329; 7228; 6032; 5455; 4167; 3724; 2771; 2715; 2575; 2570; 2276; 1947; 1944; 1836; 12; 343; 350; 354; 355; 356; 518; 1297; 1377; 1381; 1382	-0.3782737	0.39812225	-24.086344290683087	5.426343764419781	0.8050077143434938	REHQLKUNRPCYEW-UHFFFAOYSA-N	142.197	142.197	142.099380	1.3765	-1.962	2	1	115.57	0.22618	37.3	-5.3508	1.1373	6.9134	1.2104	none	none	none	none		0.6	0.49834	0.58889	1	10	2	0	2	0	1	1	1	0	0	8	2	0	0	0	0	0	0	1		0.95514	
deTD@@YIeYjyjfj@@	5.21	25	mean from 3	a1/apparent		acidic	1390	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	7768; 7611; 4180; 4060; 4059; 3255; 3185; 2765; 2583; 2581; 2580; 1842; 1841; 1835; 1396; 13; 357; 358; 948	0.4845267	-0.09391702	-10.405242400468968	16.79507103270352	-2.031386667140605	BADXJIPKFRBFOT-UHFFFAOYSA-N	140.181	140.181	140.083730	1.236	-1.791	2	0	111.71	0.23346	34.14	-8.8944	1.1364	7.0472	1.0877	none	none	none	none		0.5	0.18826	0.61821	1	10	2	0	2	0	0	1	1	0	0	6	4	0	0	0	0	0	0	0		0.9499	
deTD@@YIfyqehH@@@	10.37	23	mean from 4	a/apparent		acidic	1391	1; 1; 1; 1	4	1948; 528; 1392; 1372	0.62694687	0.14049682	7.562394726366277	13.461010298210985	-13.887347663739034	JECYUBVRTQDVAT-UHFFFAOYSA-N	136.150	136.150	136.052430	1.1851	-2.004	2	1	109.62	0.23846	37.3	-1.8529	1.0953	6.7991	1.0819	none	none	none	none		0.6	0.3819	0.65162	1	10	2	0	2	0	1	1	1	1	6	2	0	0	0	0	0	0	0	0		0.93419	
deTD@@eIfu~Eh@H@@	7.9	25	mean from 5	a1/apparent	OH	acidic	1392	1; 1; 1; 1	4	1948; 528; 1372; 1391	0.66646063	0.13147643	7.309901100056695	14.820886528928998	-7.206267381189273	TXFPEBPIARQUIG-UHFFFAOYSA-N	136.150	136.150	136.052430	1.1851	-2.004	2	1	109.62	0.23846	37.3	-1.8529	1.1115	6.9173	1.0662	none	none	high	high		0.7	0.3819	0.57807	1	10	2	0	2	0	1	1	1	1	6	2	2	0	0	0	0	0	0	0		0.9299	
deTD@@eJYW~F``H@@	10.23	25	potentiometric	a1/apparent		acidic	1393	1; 1; 1	3	4178; 3490; 532	-0.22504722	-0.6779307	5.87065084964102	3.324117687011347	-4.715040141310522	LKVFCSWBKOVHAH-UHFFFAOYSA-N	138.165	138.165	138.068080	1.6502	-1.638	2	1	115.63	0.19978	29.46	-3.6996	1.0961	6.3399	1.5055	none	none	none	none		0.8	0.35748	0.55452	1	10	2	0	2	0	2	1	1	1	6	4	2	0	0	0	0	0	0	0		0.94436	
deTD@@eJ[Vvz`@h@@	10.16	29	mean from 2	a/apparent		acidic	1394	1; 1; 1; 1	4	2779; 2775; 2762; 1395	0.51815516	-0.0405012	6.178037170719293	9.871656958252771	-21.687955727749223	PKDVWOVKDPEBQF-UHFFFAOYSA-N	138.165	138.165	138.068080	1.5878	-1.682	2	1	114.13	0.2024	29.46	-2.0171	1.0966	6.4053	1.448	none	high	none	none		0.7	0.26123	0.64378	1	10	2	0	2	0	1	1	1	1	6	4	0	0	0	0	0	0	0	0		0.94815	
deTD@@gIEMDcptAA@@@	10.24	29	mean from 2	a/apparent		acidic	1395	1; 1; 1; 1	4	2779; 2775; 2762; 1394	0.5049195	-0.057464615	6.139822799168735	9.881009767836202	-21.773019748825813	ILASIIGKRFKNQC-UHFFFAOYSA-N	138.165	138.165	138.068080	1.5878	-1.682	2	1	114.13	0.2024	29.46	-2.0171	1.0961	6.4019	1.4486	none	low	none	none		0.7	0.26123	0.65162	1	10	2	0	2	0	1	1	1	1	6	4	0	0	0	0	0	0	0	0		0.94819	
deTD@@yIfU\Ijij@@	3.5		potentiometric	a/apparent		acidic	1396	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	7768; 7611; 4180; 4060; 4059; 3255; 3185; 2765; 2583; 2581; 2580; 1842; 1841; 1835; 13; 357; 358; 948; 1390	0.5279195	-0.116910376	-9.982765797714666	15.544616643578639	-2.1444389950765714	AOHGCXXQAIHFHA-UHFFFAOYSA-N	140.181	140.181	140.083730	1.3986	-1.774	2	0	112.54	0.23174	34.14	0.63735	1.1601	7.0573	1.2056	none	none	none	none		0.7	0.33479	0.65162	1	10	2	0	2	0	2	1	1	0	0	6	5	0	0	0	0	0	0	0		0.94577	
deTD@@yIfVVejij@@	10.21	20	mean from 3	a1/apparent		acidic	1397	1; 1; 1	3	2778; 2332; 1834	0.48920462	0.68257654	-10.12290329011802	15.50766002440801	-2.100258540447669	OEKATORRSPXJHE-UHFFFAOYSA-N	140.181	140.181	140.083730	1.0143	-1.884	2	0	115.3	0.22619	34.14	-9.0222	1.0963	6.9767	0.92523	none	none	high	none		0.6	0.48887	0.6271	1	10	2	0	2	1	1	1	1	0	0	6	0	0	0	0	0	0	0	0	unknown chirality	0.94731	
deTDB@SIR[eTYZ@@@@	3.29			a/apparent		acidic	1398	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	4617; 4177; 4175; 4174; 4173; 4172; 4171; 4170; 3488; 3487; 3486; 2770; 2097; 524; 525; 527; 1378; 1380; 1383	0.33300808	-0.48975253	-8.71876281610045	5.728741962423636	-6.560873443146221	LDJDQNKTUAEYST-UHFFFAOYSA-O	135.142	135.142	135.044605	1.3119	-1.81	2	1	109.57	0.23857	37.3	-2.268	1.1637	7.1709	1.1273	none	none	none	none	carbenium	0.6	0.30977	0.52781	1	10	2	0	2	0	1	1	1	1	7	2	3	0	0	0	0	0	0	1		0.94891	
deTDPAdHa@aIe]bjfjY@@	3.89	25	potentiometric	a/apparent		acidic	1399		0		0.4802016	-0.80680263	-17.562752769779788	-9.51213549807296	-4.973922970085206	QAHATWMAZYFBSC-UHFFFAOYSA-N	176.623	176.623	175.969877	1.8201	-2.357	2	1	122.48	0.37965	65.54	1.1175	1.1538	6.59	1.5775	none	none	none	none		0.7	0.63428	0.65917	1	10	4	0	4	0	2	1	1	1	5	2	0	0	0	0	0	0	0	1		0.95704	
deTD`@RJAImeQfj@@@@	9.12	25	potentiometric	a/apparent		acidic	1400		0		-0.13624097	-0.9375564	4.841987963774194	2.654042436570945	7.287017411594978	HBWDWGMBZIFBQE-UHFFFAOYSA-N	135.957	135.957	136.069560	1.4924	-0.212	2	2	114.32	0.22918	40.46	-13.164	1.103	6.5476	1.353	none	none	none	none	unwanted atom	0.7	0.51903	0.52781	1	10	3	0	2	0	2	1	1	1	6	3	3	0	0	0	0	0	0	0		0.93977	
deTD`@RJAInYQfhB@@@	9.74	25	potentiometric	a/apparent		acidic	1401	1	1	2788	-0.39277935	0.18011789	20.360865895513133	0.196468184902408	-4.931856030138443	NSJVYHOPHZMZPN-UHFFFAOYSA-N	135.957	135.957	136.069560	1.7269	0.761	2	2	112.82	0.23223	40.46	-13.39	1.0991	6.2845	1.5712	none	none	none	none	unwanted atom	0.6	0.32586	0.65162	1	10	3	0	2	0	1	1	1	1	6	3	1	0	0	0	0	0	0	0		0.94745	
